2023-05-25 08:45:04,204 INFO    StreamThr :67149 [internal.py:wandb_internal():87] W&B internal server running at pid: 67149, started at: 2023-05-25 08:45:04.204516
2023-05-25 08:45:04,205 DEBUG   HandlerThread:67149 [handler.py:handle_request():144] handle_request: status
2023-05-25 08:45:04,206 INFO    WriterThread:67149 [datastore.py:open_for_write():85] open: /Users/hamel/github/try-launch/wandb/run-20230525_084504-v6l0xehg/run-v6l0xehg.wandb
2023-05-25 08:45:04,208 DEBUG   SenderThread:67149 [sender.py:send():334] send: header
2023-05-25 08:45:04,208 DEBUG   SenderThread:67149 [sender.py:send():334] send: run
2023-05-25 08:45:04,612 INFO    SenderThread:67149 [dir_watcher.py:__init__():216] watching files in: /Users/hamel/github/try-launch/wandb/run-20230525_084504-v6l0xehg/files
2023-05-25 08:45:04,612 INFO    SenderThread:67149 [sender.py:_start_run_threads():1065] run started: v6l0xehg with start time 1685029504.204009
2023-05-25 08:45:04,612 DEBUG   SenderThread:67149 [sender.py:send_request():361] send_request: summary_record
2023-05-25 08:45:04,612 INFO    SenderThread:67149 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-05-25 08:45:04,613 DEBUG   HandlerThread:67149 [handler.py:handle_request():144] handle_request: check_version
2023-05-25 08:45:04,613 DEBUG   SenderThread:67149 [sender.py:send_request():361] send_request: check_version
2023-05-25 08:45:04,738 DEBUG   HandlerThread:67149 [handler.py:handle_request():144] handle_request: run_start
2023-05-25 08:45:04,793 DEBUG   HandlerThread:67149 [system_info.py:__init__():31] System info init
2023-05-25 08:45:04,793 DEBUG   HandlerThread:67149 [system_info.py:__init__():46] System info init done
2023-05-25 08:45:04,794 INFO    HandlerThread:67149 [system_monitor.py:start():151] Starting system monitor
2023-05-25 08:45:04,794 INFO    SystemMonitor:67149 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-05-25 08:45:04,794 INFO    HandlerThread:67149 [system_monitor.py:probe():172] Collecting system info
2023-05-25 08:45:04,794 INFO    SystemMonitor:67149 [interfaces.py:start():168] Started cpu
2023-05-25 08:45:04,795 INFO    SystemMonitor:67149 [interfaces.py:start():168] Started disk
2023-05-25 08:45:04,796 DEBUG   HandlerThread:67149 [system_info.py:probe():195] Probing system
2023-05-25 08:45:04,796 INFO    SystemMonitor:67149 [interfaces.py:start():168] Started memory
2023-05-25 08:45:04,797 INFO    SystemMonitor:67149 [interfaces.py:start():168] Started network
2023-05-25 08:45:04,797 DEBUG   HandlerThread:67149 [system_info.py:_probe_git():180] Probing git
2023-05-25 08:45:04,816 DEBUG   HandlerThread:67149 [system_info.py:_probe_git():188] Probing git done
2023-05-25 08:45:04,816 DEBUG   HandlerThread:67149 [system_info.py:probe():241] Probing system done
2023-05-25 08:45:04,816 DEBUG   HandlerThread:67149 [system_monitor.py:probe():181] {'os': 'macOS-13.3.1-x86_64-i386-64bit', 'python': '3.9.12', 'heartbeatAt': '2023-05-25T15:45:04.796703', 'startedAt': '2023-05-25T15:45:04.193919', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/hamel/github/try-launch/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/hamelsmu/try-launch.git', 'commit': None}, 'email': 'hamel.husain@gmail.com', 'root': '/Users/hamel/github/try-launch', 'host': 'hamelm1.local', 'username': 'hamel', 'executable': '/opt/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2400, 'min': 2400, 'max': 2400}, 'cpu_freq_per_core': [{'current': 2400, 'min': 2400, 'max': 2400}], 'disk': {'total': 926.3517189025879, 'used': 8.451580047607422}, 'memory': {'total': 16.0}}
2023-05-25 08:45:04,816 INFO    HandlerThread:67149 [system_monitor.py:probe():182] Finished collecting system info
2023-05-25 08:45:04,816 INFO    HandlerThread:67149 [system_monitor.py:probe():185] Publishing system info
2023-05-25 08:45:04,817 DEBUG   HandlerThread:67149 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-25 08:45:04,817 DEBUG   HandlerThread:67149 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-25 08:45:04,817 DEBUG   HandlerThread:67149 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-05-25 08:45:05,615 INFO    Thread-13 :67149 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/hamel/github/try-launch/wandb/run-20230525_084504-v6l0xehg/files/conda-environment.yaml
2023-05-25 08:45:05,615 INFO    Thread-13 :67149 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/hamel/github/try-launch/wandb/run-20230525_084504-v6l0xehg/files/requirements.txt
2023-05-25 08:45:05,615 INFO    Thread-13 :67149 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/hamel/github/try-launch/wandb/run-20230525_084504-v6l0xehg/files/wandb-summary.json
2023-05-25 08:45:05,985 DEBUG   HandlerThread:67149 [system_info.py:_save_conda():86] Saving conda packages done
2023-05-25 08:45:05,985 DEBUG   HandlerThread:67149 [system_info.py:_save_code():89] Saving code
2023-05-25 08:45:06,003 DEBUG   HandlerThread:67149 [system_info.py:_save_code():110] Saving code done
2023-05-25 08:45:06,003 DEBUG   HandlerThread:67149 [system_info.py:_save_patches():127] Saving git patches
